id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,target
3608,-2.49,0.5,-4.07,-1.47,-1.51,-2.49,7.51,-1.45,-0.55,-0.5,2.7,4.34,0.91,-5.48,1.75,-1.21,-2.56,7.51,-0.35,-2.56,3.1,0.69,4.34,-0.25,1.15,0.26,1.75,1.15,-1.47,-1.39,4.69,4.69,0.5,0.01,0.49,-6.73,4.34,-0.78,1.75,0.52,-0.48,0.31,-1.39,-0.89,-0.64,0.26,-0.48,-0.48,-1.65,1.26,2.7,0.26,7.51,-1.56,0.55,4.34,1.35,2.7,-5.48,0.06,-0.64,0.5,-1.21,-0.18,2.85,1.72,-0.5,-0.64,-0.78,2.85,0.26,-5.48,-0.35,2.85,0.5,-1.7,-0.18,0.82,-1.39,0.47,-1.51,-2.49,-6.73,-0.78,-5.48,-0.78,2.85,0.57,-0.15,-0.64,0.01,-1.21,-1.7,-1.39,-1.75,-1.56,-0.5,-0.5,0.5,-1.47,16
3609,8.75,-3.14,-4.91,7.27,-1.44,8.75,8.42,-4.02,-0.71,0.92,-3.69,-1.52,0.39,12.92,-4.44,-1.06,1.06,8.42,-1.2,1.06,6.99,-0.26,-1.52,-1.25,1.49,2.42,-4.44,1.49,7.27,-4.11,0.89,0.89,-3.14,-0.53,-1.52,-7.21,-1.52,-2.4,-4.44,-1.68,-2.21,0.55,-4.11,0.81,2.42,2.42,-2.21,-2.21,4.13,-1.32,-3.69,2.42,8.42,-9.35,0.18,-1.52,-0.04,-3.69,12.92,0.64,2.42,-1.15,-1.06,-0.25,9.95,2.13,0.92,2.42,-2.4,9.95,2.42,12.92,-1.2,9.95,-3.14,0.33,-0.25,0,-4.11,0.31,-1.44,8.75,-7.21,-2.4,12.92,-2.4,9.95,-0.43,-0.79,2.42,-1.15,-1.06,0.33,-4.11,0.23,-9.35,0.92,0.92,-3.14,7.27,15
3610,-0.12,-1.25,3.58,-1.51,0.03,-0.12,-10.06,-0.48,1.41,-2.27,1.79,0.59,-0.15,-1.69,1.87,0.31,-1.26,-10.06,1.61,-1.26,5.08,-1.23,0.59,-1.55,-1.59,-2.24,1.87,-1.59,-1.51,2.83,-4.57,-4.57,-1.25,1.51,0.21,7.84,0.59,2.32,1.87,0.47,0.83,-2.08,2.83,-0.49,0.73,-2.24,0.83,0.83,0.65,0.21,1.79,-2.24,-10.06,2.46,-0.49,0.59,-0.95,1.79,-1.69,1.19,0.73,0.46,0.31,2.83,-6.12,-0.25,-2.27,0.73,2.32,-6.12,-2.24,-1.69,1.61,-6.12,-1.25,-1.29,2.83,-1.36,2.83,1.1,0.03,-0.12,7.84,2.32,-1.69,2.32,-6.12,-0.23,1.7,0.73,0.52,0.31,-1.29,2.83,-1.1,2.46,-2.27,-2.27,-1.25,-1.51,2
3611,11.11,-1.05,-6.78,2.36,-5.5,11.11,-7.63,-0.69,-0.87,-3.13,-2.76,-3.55,-0.08,0.52,-0.4,3.03,-1.26,-7.63,-0.36,-1.26,0.75,0.85,-3.55,-0.83,-0.86,-0.8,-0.4,-0.86,2.36,0.56,-0.9,-0.9,-1.05,0.68,0.21,-2.35,-3.55,2.44,-0.4,-2.12,0.68,-0.58,0.56,1.94,0.7,-0.8,0.68,0.68,2.07,0.14,-2.76,-0.8,-7.63,-3.83,0.72,-3.55,-1.87,-2.76,0.52,2.05,0.7,-0.7,3.03,-2.14,2.72,0.83,-3.13,0.7,2.44,2.72,-0.8,0.52,-0.36,2.72,-1.05,0.01,-2.14,0.15,0.56,-1.56,-5.5,11.11,-2.35,2.44,0.52,2.44,2.72,0.79,0.41,0.7,1.69,3.03,0.01,0.56,0.64,-3.83,-3.13,-3.13,-1.05,2.36,9
3612,9.14,1.88,-0.07,-12.57,-3.31,9.14,0.56,-3.29,-0.13,-1.78,0.32,0.09,1.4,-4.58,-0.67,1.38,-1.08,0.56,-1.94,-1.08,1.88,0.19,0.09,-0.22,1.97,0.08,-0.67,1.97,-12.57,0.55,6.61,6.61,1.88,-1.97,0.73,-1.57,0.09,-1.63,-0.67,1.11,1.09,-0.28,0.55,1.52,1.35,0.08,1.09,1.09,-6.73,-0.68,0.32,0.08,0.56,1.14,0.02,0.09,-1.79,0.32,-4.58,0,1.35,0.82,1.38,-3.76,-8.97,3.08,-1.78,1.35,-1.63,-8.97,0.08,-4.58,-1.94,-8.97,1.88,0.42,-3.76,1.01,0.55,-0.41,-3.31,9.14,-1.57,-1.63,-4.58,-1.63,-8.97,-1.02,-0.29,1.35,-1.11,1.38,0.42,0.55,-0.62,1.14,-1.78,-1.78,1.88,-12.57,4
3613,-1.21,-3.62,0.81,8.78,1.67,-1.21,5.22,1.21,-0.22,-0.9,3.52,1.87,-0.2,-2.89,2.7,-2.95,-12.02,5.22,-3.63,-12.02,-9.61,0.92,1.87,0.15,-2.52,-8.16,2.7,-2.52,8.78,1.96,3.89,3.89,-3.62,1.03,0.79,-6.28,1.87,-0.32,2.7,-0.62,0.07,-1.46,1.96,-0.64,-7.03,-8.16,0.07,0.07,-0.49,0.67,3.52,-8.16,5.22,2.32,-1.24,1.87,-0.17,3.52,-2.89,0.32,-7.03,-0.92,-2.95,2.4,2.76,4.11,-0.9,-7.03,-0.32,2.76,-8.16,-2.89,-3.63,2.76,-3.62,-1.39,2.4,-0.9,1.96,-0.45,1.67,-1.21,-6.28,-0.32,-2.89,-0.32,2.76,-1.56,0.8,-7.03,0.66,-2.95,-1.39,1.96,0.32,2.32,-0.9,-0.9,-3.62,8.78,2
3614,-5.48,0.09,-0.61,-0.59,0.7,-5.48,-14.52,5.63,-0.44,-0.59,-4.31,0.36,-1.2,-5.8,-0.01,6.51,-6.2,-14.52,2.43,-6.2,6.24,-0.58,0.36,-1.43,-0.38,1.26,-0.01,-0.38,-0.59,2.08,-1.36,-1.36,0.09,1.4,-1.15,5.09,0.36,4.04,-0.01,-0.16,-3.24,-1.28,2.08,-0.44,6.17,1.26,-3.24,-3.24,1.46,-1.16,-4.31,1.26,-14.52,4.78,1.57,0.36,-0.57,-4.31,-5.8,-1.26,6.17,-0.6,6.51,1.99,-0.74,-0.13,-0.59,6.17,4.04,-0.74,1.26,-5.8,2.43,-0.74,0.09,0.78,1.99,-0.14,2.08,-0.24,0.7,-5.48,5.09,4.04,-5.8,4.04,-0.74,-0.29,-1,6.17,-1.19,6.51,0.78,2.08,1.41,4.78,-0.59,-0.59,0.09,-0.59,2
3615,6.31,2.62,-0.45,11.11,2.19,6.31,12.34,-3.09,-2.29,2.71,-5.52,3.1,0.15,-11.56,-5.33,0.68,9.07,12.34,-3.14,9.07,-3.69,0.83,3.1,0.49,2.22,-2.88,-5.33,2.22,11.11,-0.11,17.44,17.44,2.62,2.16,-0.25,-5.45,3.1,2.16,-5.33,1.18,4.84,0.97,-0.11,0.34,0.46,-2.88,4.84,4.84,-4.11,1.52,-5.52,-2.88,12.34,-5.72,0.85,3.1,-0.41,-5.52,-11.56,-1.19,0.46,-1.28,0.68,-1.1,-13.94,2.29,2.71,0.46,2.16,-13.94,-2.88,-11.56,-3.14,-13.94,2.62,-6.79,-1.1,-1.69,-0.11,1.95,2.19,6.31,-5.45,2.16,-11.56,2.16,-13.94,2.05,-1.45,0.46,0.83,0.68,-6.79,-0.11,0.13,-5.72,2.71,2.71,2.62,11.11,12
3616,9.48,4.4,-3.99,-5.5,-4.83,9.48,19.53,-0.01,0.82,0.21,-5.28,2.33,-0.75,-13.97,-1.3,-3.99,2.63,19.53,-2.45,2.63,3.96,0.32,2.33,1.12,1.32,-2.53,-1.3,1.32,-5.5,0.95,14.25,14.25,4.4,1.13,-0.47,-25.62,2.33,-4.52,-1.3,-0.1,-3.8,-0.85,0.95,-1.27,-2.57,-2.53,-3.8,-3.8,-5.16,0.79,-5.28,-2.53,19.53,-10.12,-0.46,2.33,0.52,-5.28,-13.97,0.35,-2.57,-1.16,-3.99,-3.16,3.61,0.74,0.21,-2.57,-4.52,3.61,-2.53,-13.97,-2.45,3.61,4.4,-0.03,-3.16,1.84,0.95,1.28,-4.83,9.48,-25.62,-4.52,-13.97,-4.52,3.61,0.5,1.32,-2.57,0.78,-3.99,-0.03,0.95,-2.77,-10.12,0.21,0.21,4.4,-5.5,8
3617,7.12,-0.19,6.81,1.42,6.19,7.12,-1.88,-1.77,1.22,-4.84,2.65,-2.57,-0.93,12.11,2.05,-8.22,10.04,-1.88,1.9,10.04,8.61,-2.45,-2.57,-2.44,-0.48,1.16,2.05,-0.48,1.42,-2.11,-13.37,-13.37,-0.19,0.91,-0.23,7.84,-2.57,2.02,2.05,-1.55,-0.34,-0.15,-2.11,0.34,-1.43,1.16,-0.34,-0.34,7.09,0.57,2.65,1.16,-1.88,-11.45,0.32,-2.57,1.45,2.65,12.11,0.55,-1.43,-0.34,-8.22,0.25,2.29,-1.24,-4.84,-1.43,2.02,2.29,1.16,12.11,1.9,2.29,-0.19,-6.43,0.25,-1.09,-2.11,1.25,6.19,7.12,7.84,2.02,12.11,2.02,2.29,-0.1,-1.61,-1.43,0,-8.22,-6.43,-2.11,0.1,-11.45,-4.84,-4.84,-0.19,1.42,14
3618,3.13,-4.42,-3.33,4.08,-2.28,3.13,-1.52,-2.69,0.83,3.41,-4.09,1.36,0.47,14.73,0.9,-3.3,1.01,-1.52,2.01,1.01,-2.39,0.57,1.36,-0.33,-3.33,1.63,0.9,-3.33,4.08,-2.14,-1.94,-1.94,-4.42,2.36,-1,-1.56,1.36,0.21,0.9,-0.14,0.16,-0.68,-2.14,-1.43,2.31,1.63,0.16,0.16,1.67,0.37,-4.09,1.63,-1.52,-11.02,0.07,1.36,-0.37,-4.09,14.73,-2.06,2.31,0.25,-3.3,-2.8,9.72,-0.05,3.41,2.31,0.21,9.72,1.63,14.73,2.01,9.72,-4.42,-0.99,-2.8,0.89,-2.14,-0.62,-2.28,3.13,-1.56,0.21,14.73,0.21,9.72,-0.45,-0.02,2.31,1.17,-3.3,-0.99,-2.14,-0.03,-11.02,3.41,3.41,-4.42,4.08,17
3619,3.74,-2.46,0.31,5.35,-1.11,3.74,3.86,-0.68,0.43,2.28,1.32,0.46,-0.74,-6.79,-4.21,-0.38,2.03,3.86,1.56,2.03,3.27,1.46,0.46,0.25,3.07,-1.34,-4.21,3.07,5.35,2.99,8.58,8.58,-2.46,0.13,1.02,-12.06,0.46,-0.15,-4.21,-0.59,-3.05,2.14,2.99,1.02,-3.09,-1.34,-3.05,-3.05,2.36,-0.83,1.32,-1.34,3.86,-1.53,-0.78,0.46,0.02,1.32,-6.79,-0.71,-3.09,0.8,-0.38,-0.72,-2.77,0.4,2.28,-3.09,-0.15,-2.77,-1.34,-6.79,1.56,-2.77,-2.46,1.04,-0.72,0.59,2.99,-1.19,-1.11,3.74,-12.06,-0.15,-6.79,-0.15,-2.77,0.68,-0.09,-3.09,-0.88,-0.38,1.04,2.99,-0.58,-1.53,2.28,2.28,-2.46,5.35,4
3620,-10.64,0.49,-3.81,-17.85,1.26,-10.64,-1.08,-2.57,0.62,2.29,6.07,1.75,-1.38,4.53,2.22,1.98,-4.62,-1.08,2.86,-4.62,-3.39,0.79,1.75,0.28,0.4,5.37,2.22,0.4,-17.85,1.96,3.6,3.6,0.49,0.03,1.1,3.94,1.75,-1.21,2.22,0.29,-1.14,-0.54,1.96,0.46,2.89,5.37,-1.14,-1.14,-2.21,-2.33,6.07,5.37,-1.08,-1.41,0.69,1.75,-1.07,6.07,4.53,-1.23,2.89,-0.59,1.98,-2.79,-2.2,-0.17,2.29,2.89,-1.21,-2.2,5.37,4.53,2.86,-2.2,0.49,3.99,-2.79,-0.18,1.96,-0.66,1.26,-10.64,3.94,-1.21,4.53,-1.21,-2.2,-0.46,-0.42,2.89,0.72,1.98,3.99,1.96,-0.45,-1.41,2.29,2.29,0.49,-17.85,8
3621,-1.15,3.56,7.1,-5.43,2.71,-1.15,-2.77,-1.26,0.28,2.34,-0.81,1.24,0.79,-4.56,1.97,2.79,0.51,-2.77,0.42,0.51,-0.29,0.98,1.24,1.4,1,2.86,1.97,1,-5.43,0.34,-3.37,-3.37,3.56,-0.39,0.88,2.25,1.24,1.42,1.97,-1.21,-1.12,-0.57,0.34,-0.79,-2.15,2.86,-1.12,-1.12,-0.2,0.18,-0.81,2.86,-2.77,0.99,-1,1.24,-0.78,-0.81,-4.56,0.1,-2.15,2.2,2.79,-4.39,-8.3,-0.82,2.34,-2.15,1.42,-8.3,2.86,-4.56,0.42,-8.3,3.56,-5.54,-4.39,-0.61,0.34,-1.6,2.71,-1.15,2.25,1.42,-4.56,1.42,-8.3,-0.11,0.5,-2.15,-1.07,2.79,-5.54,0.34,-0.96,0.99,2.34,2.34,3.56,-5.43,8
3622,-4.21,-1.51,2.48,3.68,-1.48,-4.21,-9.75,1.04,-0.48,-1.14,2.18,4.83,0.87,10.69,-0.75,4.36,-8.95,-9.75,2.89,-8.95,12.25,0.78,4.83,1.45,-0.42,-2.22,-0.75,-0.42,3.68,-4.19,-13.95,-13.95,-1.51,1.19,-0.64,0.89,4.83,-4.26,-0.75,0.15,0.64,-0.68,-4.19,-1.64,2.89,-2.22,0.64,0.64,2.63,-0.31,2.18,-2.22,-9.75,4.87,1.09,4.83,-1.88,2.18,10.69,0.12,2.89,-0.84,4.36,-1.72,-6.67,-0.15,-1.14,2.89,-4.26,-6.67,-2.22,10.69,2.89,-6.67,-1.51,1.84,-1.72,-0.54,-4.19,0.17,-1.48,-4.21,0.89,-4.26,10.69,-4.26,-6.67,0.52,1.23,2.89,0.58,4.36,1.84,-4.19,-0.29,4.87,-1.14,-1.14,-1.51,3.68,6
3623,-5.83,-4.17,-0.33,8.87,-0.92,-5.83,-4.84,3.97,-0.37,1.4,0.2,2.95,0.28,-8.35,1.4,3.14,-7.34,-4.84,0.03,-7.34,-1.36,-1.91,2.95,1.19,2.88,1.49,1.4,2.88,8.87,-1.85,3.64,3.64,-4.17,0.16,1.62,-3.21,2.95,2.53,1.4,0.62,-4.04,-1.07,-1.85,0.59,-2.76,1.49,-4.04,-4.04,0.56,0.93,0.2,1.49,-4.84,11.1,0.72,2.95,-1.15,0.2,-8.35,0.61,-2.76,-0.79,3.14,0.65,10.85,2.94,1.4,-2.76,2.53,10.85,1.49,-8.35,0.03,10.85,-4.17,-0.21,0.65,0.74,-1.85,-2.53,-0.92,-5.83,-3.21,2.53,-8.35,2.53,10.85,0.18,-0.05,-2.76,0.25,3.14,-0.21,-1.85,0.35,11.1,1.4,1.4,-4.17,8.87,16
3624,-1.13,-0.79,-1.66,2.67,-4.48,-1.13,9.09,2.76,-0.23,2.12,1.42,3.23,-0.56,-16.79,-3.21,3.59,-15.7,9.09,-1.61,-15.7,2.71,-0.2,3.23,0.85,-2.81,1.18,-3.21,-2.81,2.67,-1.71,-5.71,-5.71,-0.79,-0.64,-0.71,-4.86,3.23,-1.45,-3.21,-0.3,-6.8,1.32,-1.71,-0.17,-0.71,1.18,-6.8,-6.8,-1.39,-0.23,1.42,1.18,9.09,7.84,1.75,3.23,-1.39,1.42,-16.79,-0.5,-0.71,-0.18,3.59,0.92,4.69,-0.67,2.12,-0.71,-1.45,4.69,1.18,-16.79,-1.61,4.69,-0.79,-1.63,0.92,0.17,-1.71,0.15,-4.48,-1.13,-4.86,-1.45,-16.79,-1.45,4.69,0.57,0.53,-0.71,-0.18,3.59,-1.63,-1.71,0.14,7.84,2.12,2.12,-0.79,2.67,14
3625,2.61,-0.73,-0.45,14.81,2.16,2.61,2.79,0.21,-0.49,-1.65,-4.33,-2.11,-0.51,7.28,-0.71,0.09,10.08,2.79,5.01,10.08,6.28,-0.14,-2.11,-0.23,0.88,-3.83,-0.71,0.88,14.81,-6.55,0.23,0.23,-0.73,-0.75,-1.58,5.31,-2.11,2.36,-0.71,1.45,-1.5,1.13,-6.55,0.73,-2.47,-3.83,-1.5,-1.5,1.51,1.77,-4.33,-3.83,2.79,-5.2,-0.34,-2.11,3.5,-4.33,7.28,-1.46,-2.47,0.42,0.09,1.83,13.48,0.52,-1.65,-2.47,2.36,13.48,-3.83,7.28,5.01,13.48,-0.73,-1.63,1.83,1.07,-6.55,0.21,2.16,2.61,5.31,2.36,7.28,2.36,13.48,-0.47,1.05,-2.47,0.04,0.09,-1.63,-6.55,0.24,-5.2,-1.65,-1.65,-0.73,14.81,8
3626,4.21,2.44,-3.99,-6.43,2.4,4.21,1.14,3.32,-0.52,-0.98,-3.41,-3.41,-0.1,-7.33,-0.52,-0.35,3.23,1.14,2.32,3.23,-2.78,0.12,-3.41,2.32,-0.96,3.36,-0.52,-0.96,-6.43,1.04,3.27,3.27,2.44,-1.24,-1.2,3.97,-3.41,3.27,-0.52,2.72,-1.27,-0.37,1.04,0.06,3.15,3.36,-1.27,-1.27,-2.07,0.08,-3.41,3.36,1.14,-12.26,0.02,-3.41,-0.58,-3.41,-7.33,-2.39,3.15,-1.05,-0.35,-2.26,6.7,-0.77,-0.98,3.15,3.27,6.7,3.36,-7.33,2.32,6.7,2.44,-4.92,-2.26,-0.27,1.04,-1.64,2.4,4.21,3.97,3.27,-7.33,3.27,6.7,0.37,-1.53,3.15,2.31,-0.35,-4.92,1.04,-2.24,-12.26,-0.98,-0.98,2.44,-6.43,19
3627,-2.05,0.84,4.26,8.46,-0.43,-2.05,-5.18,4.03,1.19,0.78,-3.54,-1.56,-1.87,0.74,1,-0.52,4.73,-5.18,0.87,4.73,3.93,-0.22,-1.56,2.23,2.65,-1.01,1,2.65,8.46,-2.1,-4.53,-4.53,0.84,0.03,0.54,-1.05,-1.56,-0.09,1,0.15,2.56,1.02,-2.1,-0.72,0,-1.01,2.56,2.56,0.75,0.38,-3.54,-1.01,-5.18,7.27,0.11,-1.56,-1.19,-3.54,0.74,-0.25,0,2.63,-0.52,2.38,5.55,0.01,0.78,0,-0.09,5.55,-1.01,0.74,0.87,5.55,0.84,-0.91,2.38,1.84,-2.1,1.06,-0.43,-2.05,-1.05,-0.09,0.74,-0.09,5.55,0.42,-0.35,0,0.73,-0.52,-0.91,-2.1,-1.2,7.27,0.78,0.78,0.84,8.46,14
3628,-0.08,1.41,-2.18,-2.76,0.34,-0.08,6.92,2.63,0.27,1.35,-1.66,-0.38,0.85,-8.59,1.31,-2.26,-0.74,6.92,-4,-0.74,-3.42,-1.82,-0.38,-1.38,2.21,0.49,1.31,2.21,-2.76,2.78,5.83,5.83,1.41,0.55,-0.9,-8.14,-0.38,1.05,1.31,-0.6,-0.7,-0.44,2.78,1.03,1.59,0.49,-0.7,-0.7,-0.49,0.2,-1.66,0.49,6.92,-0.13,-0.52,-0.38,-0.75,-1.66,-8.59,-1.12,1.59,-0.2,-2.26,0.94,0.55,-0.66,1.35,1.59,1.05,0.55,0.49,-8.59,-4,0.55,1.41,-0.77,0.94,0.36,2.78,0.07,0.34,-0.08,-8.14,1.05,-8.59,1.05,0.55,-0.63,-1.37,1.59,1.35,-2.26,-0.77,2.78,-0.39,-0.13,1.35,1.35,1.41,-2.76,13
3629,9.64,-0.2,2.11,-13.24,-0.24,9.64,8.15,-4.29,-1.15,2.05,2.24,-2.24,-0.9,-2.44,0,1.56,-5.46,8.15,-4.23,-5.46,-8.91,2.28,-2.24,-1.14,-0.39,-0.65,0,-0.39,-13.24,1.87,-0.59,-0.59,-0.2,0.82,0.63,4.98,-2.24,0.55,0,-0.68,-3.82,-2.74,1.87,1.69,-1.57,-0.65,-3.82,-3.82,-3.54,-0.93,2.24,-0.65,8.15,-0.07,1.49,-2.24,-0.53,2.24,-2.44,1.74,-1.57,-0.43,1.56,-5.25,-11.83,-2.45,2.05,-1.57,0.55,-11.83,-0.65,-2.44,-4.23,-11.83,-0.2,0.16,-5.25,0.66,1.87,0.33,-0.24,9.64,4.98,0.55,-2.44,0.55,-11.83,-2.25,0.31,-1.57,1.44,1.56,0.16,1.87,0.35,-0.07,2.05,2.05,-0.2,-13.24,6
3630,-10.02,3.31,-0.83,-0.06,3.08,-10.02,0.13,3.77,-0.6,2.32,0.85,4.32,0.4,4.51,-1.24,-1.1,-1.55,0.13,-2.06,-1.55,-8.29,0.66,4.32,-1.3,-0.56,2.82,-1.24,-0.56,-0.06,-0.78,1.64,1.64,3.31,-1.2,1.11,-9.01,4.32,-2.19,-1.24,1.05,2.74,-0.11,-0.78,-0.59,3,2.82,2.74,2.74,1.42,0.86,0.85,2.82,0.13,2.15,0.2,4.32,0.47,0.85,4.51,-0.04,3,-1.41,-1.1,-4.78,-9.89,-0.24,2.32,3,-2.19,-9.89,2.82,4.51,-2.06,-9.89,3.31,3.06,-4.78,0.01,-0.78,0.25,3.08,-10.02,-9.01,-2.19,4.51,-2.19,-9.89,-0.43,0.36,3,-1.16,-1.1,3.06,-0.78,-0.76,2.15,2.32,2.32,3.31,-0.06,4
3631,0.45,-2.62,0.93,1.14,2.17,0.45,-7.29,-0.02,0.72,-1.26,0.85,-0.99,1.27,-6.23,-1.61,3.04,7.34,-7.29,1.82,7.34,-2.94,1.87,-0.99,-1.16,2.66,-3.06,-1.61,2.66,1.14,2.42,9.48,9.48,-2.62,-0.77,-0.05,15.78,-0.99,4.34,-1.61,-0.89,3.59,-0.79,2.42,-0.6,1.87,-3.06,3.59,3.59,-4.54,0.51,0.85,-3.06,-7.29,4.23,2.44,-0.99,0.48,0.85,-6.23,1.03,1.87,-0.39,3.04,2.79,-9.59,-0.34,-1.26,1.87,4.34,-9.59,-3.06,-6.23,1.82,-9.59,-2.62,0.94,2.79,1.08,2.42,0.98,2.17,0.45,15.78,4.34,-6.23,4.34,-9.59,0.89,-0.55,1.87,-1.63,3.04,0.94,2.42,-0.82,4.23,-1.26,-1.26,-2.62,1.14,3
3632,0.46,-0.41,-1.47,2.7,-0.39,0.46,0.41,0.24,-0.81,1.07,-1.01,1.22,1.09,-3.69,-0.9,-1.6,0.06,0.41,1.58,0.06,0.34,-0.77,1.22,-1,-0.16,3.02,-0.9,-0.16,2.7,1.35,4.12,4.12,-0.41,0.56,-0.19,-10.37,1.22,-1.03,-0.9,-0.46,-0.18,1.07,1.35,0.95,-2.22,3.02,-0.18,-0.18,1.68,0.9,-1.01,3.02,0.41,-8.05,-0.07,1.22,1.08,-1.01,-3.69,0.8,-2.22,0.7,-1.6,-1.68,7.26,2.13,1.07,-2.22,-1.03,7.26,3.02,-3.69,1.58,7.26,-0.41,-3.8,-1.68,-2.28,1.35,2.1,-0.39,0.46,-10.37,-1.03,-3.69,-1.03,7.26,0.98,-0.43,-2.22,-0.96,-1.6,-3.8,1.35,-1.18,-8.05,1.07,1.07,-0.41,2.7,12
3633,3.89,-5.68,-4.43,-3.96,-5.95,3.89,-1.4,-0.73,-0.29,2.54,0.08,0.92,-0.63,-4.36,1.87,3.68,-6.95,-1.4,0.81,-6.95,1.6,-0.34,0.92,0.43,3.77,0.66,1.87,3.77,-3.96,1.19,-1.65,-1.65,-5.68,0.22,0.46,-1.26,0.92,-3.56,1.87,-0.32,2.02,0.88,1.19,-0.68,0.59,0.66,2.02,2.02,-3.42,1.39,0.08,0.66,-1.4,-4.89,1.65,0.92,0.27,0.08,-4.36,-0.45,0.59,0.24,3.68,-1.58,8.3,-1.52,2.54,0.59,-3.56,8.3,0.66,-4.36,0.81,8.3,-5.68,-3.24,-1.58,2.06,1.19,-0.97,-5.95,3.89,-1.26,-3.56,-4.36,-3.56,8.3,0.47,0.98,0.59,-0.68,3.68,-3.24,1.19,0.16,-4.89,2.54,2.54,-5.68,-3.96,3
3634,3.85,0.73,4.1,-10.05,-2.58,3.85,-10.88,2.14,0.01,-1.39,-1.5,-1.34,2.15,6.26,4.19,-0.92,-7.74,-10.88,2.02,-7.74,11.49,0.39,-1.34,-0.21,-0.44,-1.47,4.19,-0.44,-10.05,0.73,-13.11,-13.11,0.73,2.19,-0.42,-0.08,-1.34,-2.6,4.19,-1.01,1.42,0.24,0.73,-0.74,4.6,-1.47,1.42,1.42,-1.21,0.82,-1.5,-1.47,-10.88,-1.31,0.14,-1.34,-0.06,-1.5,6.26,-0.74,4.6,1.17,-0.92,-0.53,1.74,1.22,-1.39,4.6,-2.6,1.74,-1.47,6.26,2.02,1.74,0.73,-2.78,-0.53,0.83,0.73,-1.34,-2.58,3.85,-0.08,-2.6,6.26,-2.6,1.74,1.31,-0.41,4.6,-0.94,-0.92,-2.78,0.73,-0.16,-1.31,-1.39,-1.39,0.73,-10.05,12
3635,-1.11,-2.98,-3.51,3.51,2.39,-1.11,-0.23,6.25,0.66,-3.21,2.46,-0.74,-1.57,-8.57,-3.1,6.27,-21.07,-0.23,-0.03,-21.07,-1.85,-1.28,-0.74,-1.86,-5.11,-4.02,-3.1,-5.11,3.51,0.57,-10.35,-10.35,-2.98,-2.07,0.41,11.27,-0.74,-1.68,-3.1,1.53,-0.9,1.05,0.57,-0.14,1.92,-4.02,-0.9,-0.9,-1.28,0.57,2.46,-4.02,-0.23,-3.22,-0.61,-0.74,0.12,2.46,-8.57,1.93,1.92,-0.54,6.27,3.08,3.25,-0.14,-3.21,1.92,-1.68,3.25,-4.02,-8.57,-0.03,3.25,-2.98,-4.42,3.08,1.92,0.57,1.18,2.39,-1.11,11.27,-1.68,-8.57,-1.68,3.25,-0.15,1.9,1.92,0.12,6.27,-4.42,0.57,0.28,-3.22,-3.21,-3.21,-2.98,3.51,1
3636,-0.99,-0.02,2.95,6.2,-1.36,-0.99,-17.97,-2.3,0.08,-0.33,-2.69,3.19,-0.12,6.88,-1.87,2.64,19.35,-17.97,3.86,19.35,-0.34,-0.74,3.19,-1.6,-0.34,4.9,-1.87,-0.34,6.2,-3.05,-1.07,-1.07,-0.02,0.37,0.6,9.84,3.19,5.15,-1.87,-2.02,1.25,0.29,-3.05,-1.79,0.78,4.9,1.25,1.25,3.69,-1.72,-2.69,4.9,-17.97,5.53,0.5,3.19,-0.28,-2.69,6.88,-0.11,0.78,0.8,2.64,-5.12,-12.81,-4.68,-0.33,0.78,5.15,-12.81,4.9,6.88,3.86,-12.81,-0.02,4.84,-5.12,-0.04,-3.05,0.16,-1.36,-0.99,9.84,5.15,6.88,5.15,-12.81,-0.35,-0.3,0.78,-0.53,2.64,4.84,-3.05,1.21,5.53,-0.33,-0.33,-0.02,6.2,4
3637,-5.83,-0.96,1.84,-2.86,8.22,-5.83,12.02,0.83,2.13,3.41,2.45,1.02,-1.19,-2.7,-1.69,-4.93,-4,12.02,-4.2,-4,-11.43,-0.5,1.02,-0.13,0.26,5.15,-1.69,0.26,-2.86,1.5,10,10,-0.96,1.21,-0.43,-1.4,1.02,1.06,-1.69,1.06,-3.55,-0.35,1.5,1.59,0.22,5.15,-3.55,-3.55,-0.37,-1.28,2.45,5.15,12.02,-1.34,-1.48,1.02,0.77,2.45,-2.7,0.26,0.22,-0.57,-4.93,0.53,1.83,3.16,3.41,0.22,1.06,1.83,5.15,-2.7,-4.2,1.83,-0.96,-1.72,0.53,-1.02,1.5,-2,8.22,-5.83,-1.4,1.06,-2.7,1.06,1.83,0.73,-0.78,0.22,0.96,-4.93,-1.72,1.5,0.39,-1.34,3.41,3.41,-0.96,-2.86,2
